"ID incidence with coutry, demand, grp, same year"				frequency	Free status at the year	Govt. response	Violent govt res?	# of part.	Protestor Violence
Ukraine	"political behavior, process"	workers	2004	1					
Ukraine	"political behavior, process"	Yanukovych backers	2004	1					
Ukraine	"political behavior, process"	Young protesters	1998	1					
Ukraine	"political behavior, process"	Yulia Tymoshenko supporters	2011	3					
Ukraine	"political behavior, process"	Yushchenko supporters	2001	1					
Ukraine	"political behavior, process"	Yushchenko supporters	2004	1					
Ukraine	"price increases, tax policy"	Mineworkers	1993	1					
Ukraine	"price increases, tax policy"	"ultra-nationalists, Right Sector"	2014	10					
Ukraine	"price increases, tax policy"	Workers	1992	1					
Ukraine	removal of politician	Kiev residents	2009	1					
Ukraine	removal of politician	opposition groups	2002	1					
Ukraine	removal of politician	opposition supporters	2002	1					
Ukraine	removal of politician	Protestors	1996	1					
Ukraine	removal of politician	Revolutionary Right Forces	2016	2					
Ukraine	removal of politician	Right Sector	2014	1					
Ukraine	removal of politician	university lecturers and students 	1996	1					
Ukraine	social restrictions	pro-Russian demonstrators	2014	1					
United Arab Emirate	labor wage dispute	foreign laborers	2005	1					
United Arab Emirate	labor wage dispute	foreign laborers	2006	1					
United Arab Emirate	"price increases, tax policy"	foreign laborers	2007	1					
United Kingdom	labor wage dispute	ambulance crew members	1990	1					
United Kingdom	labor wage dispute	BBC staff	1998	-9					
United Kingdom	labor wage dispute	black-cab drivers	2014	1					
United Kingdom	labor wage dispute	"black-cab drivers, Licensed Taxi Drivers Association (LTDA)"	2014	1					
United Kingdom	labor wage dispute	construction workers	1992	1					
United Kingdom	labor wage dispute	farmers	1998	3					
United Kingdom	labor wage dispute	farmers	2016	1					
United Kingdom	labor wage dispute	Fire Brigades Union	1993	2					
United Kingdom	labor wage dispute	Firefighters	2002	2					
United Kingdom	labor wage dispute	fishermen	1992	2					
United Kingdom	labor wage dispute	fishermen	1993	2					
United Kingdom	labor wage dispute	government workers	2002	1					
United Kingdom	labor wage dispute	hunters	1999	1					
United Kingdom	labor wage dispute	junior doctors	2016	1					
United Kingdom	labor wage dispute	mail delivery workers	2013	1					
United Kingdom	labor wage dispute	Metropolitan Police Force	1996	1					
United Kingdom	labor wage dispute	National Union of Mineworkers	1993	1					
United Kingdom	labor wage dispute	"National Union of Mineworkers,Scottish National Party"	1993	1					
United Kingdom	labor wage dispute	nuclear scientists	1990	1					
United Kingdom	labor wage dispute	pensioners	1990	1					
United Kingdom	labor wage dispute	pensioners	2004	1					
United Kingdom	labor wage dispute	pensioners	2005	1					
United Kingdom	labor wage dispute	police	2002	1					
United Kingdom	labor wage dispute	police	2008	1					
United Kingdom	labor wage dispute	protesters	1999	1					
United Kingdom	labor wage dispute	protesters	2010	1					
United Kingdom	labor wage dispute	Public and Commercial Services Union	2015	2					
United Kingdom	labor wage dispute	soldiers and former servicemen	1992	1					
United Kingdom	labor wage dispute	students teachers	2009	1					
United Kingdom	labor wage dispute	taxi drivers	2009	1					
United Kingdom	labor wage dispute	teachers	1990	1					
United Kingdom	labor wage dispute	teachers	2002	1					
United Kingdom	labor wage dispute	teachers	2016	1					
United Kingdom	labor wage dispute	Trades Union Congress	2014	1					
United Kingdom	labor wage dispute	"Trades Union Congress, miners, Trotskyist Trade Union"	1993	1					
United Kingdom	labor wage dispute	unemployed	1996	1					
United Kingdom	labor wage dispute	unemployed centres	1992	1					
United Kingdom	labor wage dispute	unions	2004	1					
United Kingdom	labor wage dispute	"Unison, GMB and Unite Unions"	2008	1					
United Kingdom	labor wage dispute	Unite the Union	2009	1					
United Kingdom	labor wage dispute	"University & college staff & faculty, Universities and Colleges Employers' Association"	1996	1					
United Kingdom	labor wage dispute	women and children	1997	1					
United Kingdom	labor wage dispute	workers	1991	1					
United Kingdom	labor wage dispute	workers	2005	1					
United Kingdom	labor wage dispute	workers	2009	2					
United Kingdom	labor wage dispute	workers	2011	1					
United Kingdom	labor wage dispute	workers	2015	2					
United Kingdom	land farm issue	"anti-fracking activists, environmentalists, women, children"	2013	28					
United Kingdom	land farm issue	Dongas tribe	1993	1					
United Kingdom	land farm issue	The Land is Ours	1996	1					
United Kingdom	police brutality	Asian youths	2001	1					
United Kingdom	police brutality	Demonstrators	1994	1					
United Kingdom	police brutality	IRA supporters	2012	1					
United Kingdom	police brutality	Loyalists	1998	1					
United Kingdom	police brutality	masked protesters	2011	1					
United Kingdom	police brutality	motorcyclists	2002	1					
United Kingdom	police brutality	People	1993	1					
United Kingdom	police brutality	protesters	1992	1					
United Kingdom	police brutality	protesters	2001	1					
United Kingdom	police brutality	Protestors	1993	1					
United Kingdom	police brutality	squatters	2011	1					
United Kingdom	"political behavior, process"	 the Twyford Down Association and Friends of the Earth	1992	1					
United Kingdom	"political behavior, process"	200	2016	1					
United Kingdom	"political behavior, process"	activists	2013	1					
United Kingdom	"political behavior, process"	"activists, environmentalist"	2014	1					
United Kingdom	"political behavior, process"	All Britain Anti-Poll Tax Federation	1990	1					
United Kingdom	"political behavior, process"	animal activists	2004	1					
United Kingdom	"political behavior, process"	animal rights supporters	2006	1					
United Kingdom	"political behavior, process"	animal welfare protesters	1997	1					
United Kingdom	"political behavior, process"	animal welfare protestors	1995	1					
United Kingdom	"political behavior, process"	anti-Brexit activists	2016	1					
United Kingdom	"political behavior, process"	anti-british demonstrators	1999	1					
United Kingdom	"political behavior, process"	anti-capitalist protesters	2015	1					
United Kingdom	"political behavior, process"	Anti-capitalists 	2014	1					
United Kingdom	"political behavior, process"	anti-car protestors	1995	2					
United Kingdom	"political behavior, process"	Anti-Choice Demonstrators	2012	1					
United Kingdom	"political behavior, process"	anti-fascist protesters	2016	1					
United Kingdom	"political behavior, process"	anti-fascists	1992	1					
United Kingdom	"political behavior, process"	anti-fracking protesters	2016	14					
United Kingdom	"political behavior, process"	anti-gay marriage activists	2011	1					
United Kingdom	"political behavior, process"	anti-hunt supporters	2002	1					
United Kingdom	"political behavior, process"	Anti-LGBT demonstrators	2012	1					
United Kingdom	"political behavior, process"	anti-monarch protesters	2002	1					
United Kingdom	"political behavior, process"	Anti-nuclear demonstrators	1994	1					
United Kingdom	"political behavior, process"	anti-nuclear demonstrators	2004	1					
United Kingdom	"political behavior, process"	anti-nuclear demonstrators	2015	1					
United Kingdom	"political behavior, process"	anti-nuclear protesters	2000	1					
United Kingdom	"political behavior, process"	anti-racism groups	2009	1					
United Kingdom	"political behavior, process"	anti-road protestors	1995	1					
United Kingdom	"political behavior, process"	anti-trident protesters and Nicola Sturgeon	2016	1					
United Kingdom	"political behavior, process"	anti-war demonstrators	1991	1					
United Kingdom	"political behavior, process"	anti-war demonstrators	2011	1					
United Kingdom	"political behavior, process"	anti-war protesters	2001	1					
United Kingdom	"political behavior, process"	anti-war protesters	2003	3					
United Kingdom	"political behavior, process"	anti-war protesters	2004	2					
United Kingdom	"political behavior, process"	anti-war protesters	2006	2					
United Kingdom	"political behavior, process"	anti-war protesters	2007	1					
United Kingdom	"political behavior, process"	anti-war protesters	2010	2					
United Kingdom	"political behavior, process"	anti-war protestors	1998	2					
United Kingdom	"political behavior, process"	army families	2002	1					
United Kingdom	"political behavior, process"	art lovers	2016	1					
United Kingdom	"political behavior, process"	Asian youths	1993	1					
United Kingdom	"political behavior, process"	asylum-seekers	2001	2					
United Kingdom	"political behavior, process"	barristers and solicitors	2014	1					
United Kingdom	"political behavior, process"	BNP supporters	2006	1					
United Kingdom	"political behavior, process"	Britain First	2016	1					
United Kingdom	"political behavior, process"	British National Party	1993	1					
United Kingdom	"political behavior, process"	"British Shooting Sports Council, shooters"	1996	1					
United Kingdom	"political behavior, process"	Campaign for a British Referendum	1993	1					
United Kingdom	"political behavior, process"	Campaign for Nuclear Disarmament	2003	1					
United Kingdom	"political behavior, process"	Campaign for Nuclear Disarmament	2016	1					
United Kingdom	"political behavior, process"	Catholic Nationalists	1996	1					
United Kingdom	"political behavior, process"	"Catholic Nationalists, Republicans"	1996	1					
United Kingdom	"political behavior, process"	"Catholic Nationalists, Repulicans"	1996	1					
United Kingdom	"political behavior, process"	Catholics and Protestants	1998	1					
United Kingdom	"political behavior, process"	Children	1995	1					
United Kingdom	"political behavior, process"	Christians	2007	1					
United Kingdom	"political behavior, process"	Citizens UK	2016	1					
United Kingdom	"political behavior, process"	civil rights protesters	1994	1					
United Kingdom	"political behavior, process"	civil servants	1993	1					
United Kingdom	"political behavior, process"	Climate Camp	2009	7					
United Kingdom	"political behavior, process"	climate change demonstrators	2009	1					
United Kingdom	"political behavior, process"	Climate rush environmental group	2009	1					
United Kingdom	"political behavior, process"	CND	2003	1					
United Kingdom	"political behavior, process"	coal miners and their families	1992	1					
United Kingdom	"political behavior, process"	Coastal Regeneration Alliance (CRA)	2014	1					
United Kingdom	"political behavior, process"	commuters	2016	1					
United Kingdom	"political behavior, process"	country sports suppoters	1997	1					
United Kingdom	"political behavior, process"	Countryside Action Network	2002	1					
United Kingdom	"political behavior, process"	Countryside Alliance	2002	3					
United Kingdom	"political behavior, process"	Countryside Alliance	2004	2					
United Kingdom	"political behavior, process"	Countryside Alliance	2005	1					
United Kingdom	"political behavior, process"	cyclists	2012	2					
United Kingdom	"political behavior, process"	cyclists	2013	3					
United Kingdom	"political behavior, process"	cyclists	2015	1					
United Kingdom	"political behavior, process"	Cyclists 	2012	1					
United Kingdom	"political behavior, process"	demonstrators	1991	1					
United Kingdom	"political behavior, process"	Demonstrators	1993	1					
United Kingdom	"political behavior, process"	Demonstrators	1995	1					
United Kingdom	"political behavior, process"	demonstrators	2008	1					
United Kingdom	"political behavior, process"	demonstrators	2016	1					
United Kingdom	"political behavior, process"	doctors	2006	1					
